text,label
thầy ơi ví dụ số hợp số là các số như thế nào thầy,KNOWLEDGE_TRACING
thầy ơi ƯCLN là gì thầy ơi em chưa biết,KNOWLEDGE_TRACING
thầy ơi BCNN là gì thầy ơi em chưa biết,KNOWLEDGE_TRACING
thầy ơi em chưa học ƯCLN BCNN thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi ước số là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi bội số là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi ước chung là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi bội chung là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi cách tìm ƯCLN bằng phân tích thừa số nguyên tố thầy ơi,KNOWLEDGE_TRACING
thầy ơi cách tìm BCNN bằng phân tích thừa số nguyên tố thầy ơi,KNOWLEDGE_TRACING
thầy ơi ƯCLN và BCNN dùng để làm gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên cách tìm ƯCLN rồi thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi em quên cách tìm BCNN rồi thầy nhắc đi,KNOWLEDGE_TRACING
"thầy ơi ƯCLN(a, 1) = mấy thầy ơi",KNOWLEDGE_TRACING
"thầy ơi BCNN(a, a) = mấy thầy ơi",KNOWLEDGE_TRACING
thầy ơi tại sao dùng BCNN để quy đồng mẫu số thầy ơi,KNOWLEDGE_TRACING
thầy ơi tại sao dùng ƯCLN để rút gọn phân số thầy,KNOWLEDGE_TRACING
"thầy ơi ví dụ tìm ƯCLN(12, 18) thầy làm mẫu đi",KNOWLEDGE_TRACING
"thầy ơi ví dụ tìm BCNN(4, 6) thầy làm mẫu đi",KNOWLEDGE_TRACING
thầy ơi em mất gốc phần ƯCLN BCNN thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi hai số nguyên tố cùng nhau là gì thầy ơi,KNOWLEDGE_TRACING
"thầy ơi khi nào BCNN(a, b) = a × b thầy ơi",KNOWLEDGE_TRACING
"thầy ơi khi nào ƯCLN(a, b) = a thầy ơi",KNOWLEDGE_TRACING
thầy ơi ứng dụng thực tế của BCNN là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi ứng dụng thực tế của ƯCLN là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi ƯCLN × BCNN = a × b đúng không thầy ơi,KNOWLEDGE_TRACING
thầy ơi số nguyên là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi tập hợp Z gồm những số nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học phần số nguyên thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi số đối của một số là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi giá trị tuyệt đối là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi thứ tự trong tập số nguyên là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi số nguyên âm và số nguyên dương khác nhau thế nào thầy,KNOWLEDGE_TRACING
thầy ơi em không nhớ N và Z quan hệ thế nào thầy,KNOWLEDGE_TRACING
thầy ơi em quên ký hiệu giá trị tuyệt đối là gì thầy,KNOWLEDGE_TRACING
thầy ơi |-5| = mấy thầy ơi em chưa biết,KNOWLEDGE_TRACING
thầy ơi trục số là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi biểu diễn số nguyên trên trục số như thế nào thầy,KNOWLEDGE_TRACING
thầy ơi so sánh số nguyên âm thì nhìn vào cái gì thầy,KNOWLEDGE_TRACING
thầy ơi em mất gốc phần số nguyên thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi N ⊂ Z đúng không thầy ơi,KNOWLEDGE_TRACING
thầy ơi số đối của 0 là bao nhiêu thầy ơi,KNOWLEDGE_TRACING
thầy ơi ví dụ về số nguyên trong thực tế là gì thầy,KNOWLEDGE_TRACING
thầy ơi tại sao số nguyên âm nhỏ hơn 0 thầy ơi,KNOWLEDGE_TRACING
thầy ơi số nguyên lớn nhất nhỏ hơn 0 là số mấy thầy,KNOWLEDGE_TRACING
"thầy ơi em không biết sắp xếp -7, -2, 0, 3 theo thứ tự tăng dần thầy",KNOWLEDGE_TRACING
thầy ơi quy tắc cộng hai số nguyên âm là gì thầy,KNOWLEDGE_TRACING
thầy ơi quy tắc cộng số nguyên dương và âm là gì thầy,KNOWLEDGE_TRACING
thầy ơi em quên quy tắc cộng số nguyên thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi quy tắc bỏ dấu ngoặc là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi quy tắc chuyển vế trong số nguyên là gì thầy,KNOWLEDGE_TRACING
thầy ơi em không nhớ trừ số âm thì làm gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học quy tắc cộng trừ số nguyên thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi ví dụ tính (-5) + 3 thầy làm mẫu đi,KNOWLEDGE_TRACING
thầy ơi quy tắc nhân dấu là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi âm nhân âm ra gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi dương nhân âm ra gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên quy tắc nhân số nguyên thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi quy tắc chia số nguyên là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học nhân chia số nguyên thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi ví dụ tính (-3) × (-4) thầy làm mẫu đi,KNOWLEDGE_TRACING
thầy ơi tích của bao nhiêu thừa số âm thì kết quả âm thầy,KNOWLEDGE_TRACING
thầy ơi em mất gốc phần cộng trừ nhân chia số nguyên thầy ôn đi,KNOWLEDGE_TRACING
thầy ơi tại sao âm × âm = dương thầy ơi,KNOWLEDGE_TRACING
thầy ơi khi nào tích số nguyên là 0 thầy ơi,KNOWLEDGE_TRACING
thầy ơi quy tắc bỏ dấu ngoặc có dấu trừ đằng trước thầy ơi,KNOWLEDGE_TRACING
thầy ơi tổng hai số đối nhau bằng bao nhiêu thầy ơi,KNOWLEDGE_TRACING
thầy ơi em không nhớ cách chuyển vế đổi dấu thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi ví dụ bỏ dấu ngoặc: a - (b + c) thầy làm mẫu đi,KNOWLEDGE_TRACING
thầy ơi ví dụ bỏ dấu ngoặc: a - (b - c) thầy làm mẫu đi,KNOWLEDGE_TRACING
thầy ơi (-1)^n = mấy khi n lẻ và khi n chẵn thầy ơi,KNOWLEDGE_TRACING
thầy ơi tính chất giao hoán kết hợp của phép cộng số nguyên thầy,KNOWLEDGE_TRACING
thầy ơi tính chất phân phối của phép nhân số nguyên thầy ơi,KNOWLEDGE_TRACING
thầy ơi em không biết a × (b - c) = gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên quy tắc chia khi có số âm thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi em không hiểu tại sao chuyển vế thì phải đổi dấu thầy,KNOWLEDGE_TRACING
thầy ơi phân số bằng nhau khi nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi rút gọn phân số âm thì làm sao thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học phân số bằng nhau nâng cao thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi -a/b = a/(-b) = -(a/b) đúng không thầy ơi,KNOWLEDGE_TRACING
thầy ơi hỗn số âm là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi cách đổi hỗn số âm sang phân số thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên cách áp dụng tính chất phân phối với phân số thầy,KNOWLEDGE_TRACING
thầy ơi tính chất phân phối là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em không hiểu a × (b + c) = a×b + a×c áp dụng cho phân số thầy,KNOWLEDGE_TRACING
thầy ơi em chưa học cộng trừ nhân chia hỗn số thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi ví dụ 1½ + 2⅓ thầy làm mẫu đi,KNOWLEDGE_TRACING
thầy ơi em mất gốc phần hỗn số thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi phân số âm rút gọn có giống phân số dương không thầy,KNOWLEDGE_TRACING
thầy ơi em quên cách so sánh hai phân số âm thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi tại sao 3/4 = (-3)/(-4) thầy ơi,KNOWLEDGE_TRACING
thầy ơi cách nhân hỗn số là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi cách chia hỗn số là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em không nhớ cách đổi hỗn số sang phân số thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi ví dụ tính 2⅓ × 3 thầy làm mẫu đi,KNOWLEDGE_TRACING
thầy ơi em chưa học áp dụng tính chất với phân số thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi hỗn số 3½ = 7/2 hay 5/2 thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên cách cộng hỗn số có mẫu khác nhau thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi phân số bằng nhau và phân số tối giản khác nhau thế nào thầy,KNOWLEDGE_TRACING
thầy ơi em không biết (-6)/9 rút gọn thế nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi em mất gốc phần phân số nâng cao thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi xác suất thực nghiệm là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học xác suất thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi xác suất gieo xúc xắc là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi khi tung đồng xu xác suất ra mặt ngửa là bao nhiêu thầy,KNOWLEDGE_TRACING
thầy ơi xác suất có thể lớn hơn 1 không thầy ơi,KNOWLEDGE_TRACING
thầy ơi em không biết tần số là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi xác suất thực nghiệm tính như thế nào thầy,KNOWLEDGE_TRACING
thầy ơi em không hiểu biến cố là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi xác suất bằng 0 nghĩa là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi ví dụ bài toán xác suất gieo xúc xắc thầy làm mẫu đi,KNOWLEDGE_TRACING
thầy ơi em mất gốc phần xác suất thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi xác suất thực nghiệm và xác suất lý thuyết khác nhau thế nào thầy,KNOWLEDGE_TRACING
thầy ơi số lần thử ảnh hưởng đến xác suất thực nghiệm không thầy,KNOWLEDGE_TRACING
thầy ơi ví dụ tung đồng xu 10 lần thầy làm mẫu đi,KNOWLEDGE_TRACING
thầy ơi em chưa biết gieo xúc xắc thì có bao nhiêu kết quả có thể thầy,KNOWLEDGE_TRACING
thầy ơi điểm là gì thầy ơi trong hình học,KNOWLEDGE_TRACING
thầy ơi đường thẳng là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi tia là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi đoạn thẳng là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi đường thẳng tia và đoạn thẳng khác nhau thế nào thầy,KNOWLEDGE_TRACING
thầy ơi em chưa học phần điểm đường thẳng thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi ba điểm thẳng hàng là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi trung điểm của đoạn thẳng là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên cách đo độ dài đoạn thẳng thầy ơi,KNOWLEDGE_TRACING
thầy ơi góc là gì thầy ơi em chưa biết định nghĩa,KNOWLEDGE_TRACING
thầy ơi số đo góc là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi góc nhọn góc tù góc vuông là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi tia phân giác của góc là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi hai góc kề bù là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi hai góc bù nhau là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi hai góc phụ nhau là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học phần góc thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi em quên cách đo góc bằng thước đo độ thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi góc bẹt là bao nhiêu độ thầy ơi,KNOWLEDGE_TRACING
thầy ơi tia phân giác của góc vuông tạo ra góc mấy độ thầy,KNOWLEDGE_TRACING
thầy ơi em mất gốc phần hình học thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi qua hai điểm vẽ được bao nhiêu đường thẳng thầy,KNOWLEDGE_TRACING
thầy ơi đường thẳng và tia khác nhau thế nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi ký hiệu đoạn thẳng AB và tia AB khác nhau thế nào thầy,KNOWLEDGE_TRACING
thầy ơi em không biết điểm nằm giữa hai điểm nghĩa là gì thầy,KNOWLEDGE_TRACING
thầy ơi tập hợp là j thầy dạy lại đi e quên r,KNOWLEDGE_TRACING
thầy ơi lũy thừa là j thầy ơi e chưa học,KNOWLEDGE_TRACING
thầy ơi số nguyên tố là j thầy ơi e quên r,KNOWLEDGE_TRACING
thầy ơi bcnn là j thầy ơi e chưa học,KNOWLEDGE_TRACING
thầy ơi ucln là j vậy thầy ơi,KNOWLEDGE_TRACING
thầy ơi e quên quy tắc nhân dấu âm r thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi số nguyên âm là j thầy ơi e chưa hiểu,KNOWLEDGE_TRACING
thầy ơi giá trị tuyệt đối là j thầy ơi e quên r,KNOWLEDGE_TRACING
thầy ơi e quên cách cộng số nguyên âm r thầy nhắc lại đi,KNOWLEDGE_TRACING
thầy ơi xác suất thực nghiệm là j thầy ơi e chưa học,KNOWLEDGE_TRACING
thầy ơi tia phân giác là j thầy ơi,KNOWLEDGE_TRACING
thầy ơi hỗn số âm là j thầy ơi e chưa biết,KNOWLEDGE_TRACING
thầy ơi e quên cách phân tích thừa số nguyên tố rồi thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi tam giác đều là j thầy ơi,KNOWLEDGE_TRACING
thầy ơi lục giác đều là j thầy ơi e mới nghe lần đầu,KNOWLEDGE_TRACING
thầy ơi e quên cách tìm bcnn bằng phân tích thừa số thầy,KNOWLEDGE_TRACING
thầy ơi số đối là j thầy ơi e quên r,KNOWLEDGE_TRACING
thầy ơi e mất gốc phần số nguyên thầy ôn lại với e đi,KNOWLEDGE_TRACING
thầy ơi e chưa nắm đc gì về tập hợp hết thầy dạy lại từ đầu đi,KNOWLEDGE_TRACING
thầy ơi e ko nhớ bất kỳ công thức hình học nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi số hữu tỉ là gì thầy ơi em chưa biết,KNOWLEDGE_TRACING
thầy ơi tập hợp Q gồm những số nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học cộng trừ số hữu tỉ thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi lũy thừa của số hữu tỉ là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi (a/b)^n bằng gì thầy ơi em quên r,KNOWLEDGE_TRACING
thầy ơi N ⊂ Z ⊂ Q ⊂ R đúng không thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên cách nhân số hữu tỉ thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi em chưa biết chia số hữu tỉ thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi ví dụ về số hữu tỉ là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em mất gốc phần số hữu tỉ thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi Q và R khác nhau thế nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên quy tắc chia lũy thừa số hữu tỉ thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi số hữu tỉ âm và số hữu tỉ dương khác nhau thế nào thầy,KNOWLEDGE_TRACING
thầy ơi em không biết biểu diễn số hữu tỉ trên trục số thầy,KNOWLEDGE_TRACING
thầy ơi tại sao số thập phân vô hạn tuần hoàn là số hữu tỉ thầy,KNOWLEDGE_TRACING
thầy ơi tỉ lệ thức là gì thầy ơi em chưa biết,KNOWLEDGE_TRACING
thầy ơi em chưa học tính chất dãy tỉ số bằng nhau thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi đại lượng tỉ lệ thuận là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi đại lượng tỉ lệ nghịch là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em không biết hệ số tỉ lệ là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi cách chia số theo tỉ lệ là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên công thức tỉ lệ thuận y = kx thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi em quên công thức tỉ lệ nghịch y = k/x thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi làm sao phân biệt tỉ lệ thuận và tỉ lệ nghịch thầy ơi,KNOWLEDGE_TRACING
thầy ơi tính chất tỉ lệ thức a:b = c:d là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em mất gốc phần tỉ lệ thức thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi ví dụ đại lượng tỉ lệ thuận trong thực tế là gì thầy,KNOWLEDGE_TRACING
thầy ơi ví dụ đại lượng tỉ lệ nghịch trong thực tế là gì thầy,KNOWLEDGE_TRACING
thầy ơi em chưa học chia số theo tỉ lệ thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi tính chất dãy tỉ số bằng nhau là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em không biết ngoại tỉ nội tỉ là gì thầy ơi,KNOWLEDGE_TRACING
"thầy ơi khi nào thì BCNN(a,b) = a × b thầy ơi",KNOWLEDGE_TRACING
thầy ơi tại sao x₁/x₂ = y₂/y₁ trong tỉ lệ nghịch thầy,KNOWLEDGE_TRACING
thầy ơi ví dụ chia 60 theo tỉ lệ 2:3 thầy làm mẫu đi,KNOWLEDGE_TRACING
thầy ơi em không biết bài nào là tỉ lệ thuận bài nào là nghịch thầy,KNOWLEDGE_TRACING
thầy ơi số vô tỉ là gì thầy ơi em chưa biết,KNOWLEDGE_TRACING
thầy ơi căn bậc hai số học là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học phần số thực R thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi √2 là số hữu tỉ hay vô tỉ thầy ơi,KNOWLEDGE_TRACING
thầy ơi em không biết π là số gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi R = Q ∪ I nghĩa là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên căn bậc hai số học của 25 là bao nhiêu thầy,KNOWLEDGE_TRACING
thầy ơi tại sao √(-4) không xác định thầy ơi,KNOWLEDGE_TRACING
thầy ơi em mất gốc phần số vô tỉ thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi √a² = a đúng không thầy ơi,KNOWLEDGE_TRACING
thầy ơi ví dụ về số vô tỉ trong thực tế là gì thầy,KNOWLEDGE_TRACING
thầy ơi em không biết so sánh √a với b thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi số thập phân vô hạn không tuần hoàn là số gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học phần giá trị tuyệt đối nâng cao thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi tập I (số vô tỉ) và tập Q có phần giao không thầy,KNOWLEDGE_TRACING
thầy ơi hai góc đối đỉnh là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi hai góc kề bù là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học phần hai đường thẳng song song thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi góc so le trong là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi góc đồng vị là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi dấu hiệu nhận biết hai đường thẳng song song là gì thầy,KNOWLEDGE_TRACING
thầy ơi em quên tổng ba góc của tam giác thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi góc ngoài của tam giác là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học trường hợp bằng nhau của tam giác thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi c.c.c là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi c.g.c là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi g.c.g là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học tam giác vuông bằng nhau thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi tam giác cân là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi tam giác đều là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em không biết dấu hiệu nhận biết tam giác cân thầy ơi,KNOWLEDGE_TRACING
thầy ơi bất đẳng thức tam giác là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học quan hệ cạnh và góc đối diện thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi trọng tâm là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi đường trung tuyến là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa biết trọng tâm chia đường trung tuyến thế nào thầy,KNOWLEDGE_TRACING
thầy ơi nội tâm là giao điểm của đường nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi trực tâm là giao điểm của đường nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi ngoại tâm là giao điểm của đường nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên ba đường đồng quy trong tam giác thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi em không biết trong tam giác tù trực tâm ở đâu thầy,KNOWLEDGE_TRACING
thầy ơi cạnh huyền góc nhọn là trường hợp bằng nhau của tam giác gì thầy,KNOWLEDGE_TRACING
thầy ơi em không biết tam giác đều có đường cao bằng đường gì thầy,KNOWLEDGE_TRACING
thầy ơi em mất gốc phần hình học lớp 7 thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi góc trong cùng phía là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi biểu thức đại số là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi đơn thức là gì thầy ơi em chưa biết,KNOWLEDGE_TRACING
thầy ơi đa thức một biến là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi bậc của đơn thức tính thế nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi bậc của đa thức tính thế nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi đơn thức đồng dạng là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học cộng trừ đa thức một biến thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi nghiệm của đa thức là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi cách tìm nghiệm của đa thức bậc 1 là gì thầy,KNOWLEDGE_TRACING
thầy ơi hệ số của đơn thức là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên cách thu gọn đơn thức thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi ví dụ về đơn thức là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi ví dụ về đa thức một biến là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi em mất gốc phần đơn thức đa thức thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi cách cộng hai đa thức một biến là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi cách trừ hai đa thức một biến là gì thầy ơi,KNOWLEDGE_TRACING
thầy ơi tại sao phải sắp xếp đa thức theo bậc giảm dần thầy,KNOWLEDGE_TRACING
thầy ơi em không biết đơn thức 0 có bậc không thầy ơi,KNOWLEDGE_TRACING
thầy ơi P(x) = x + 2 có nghiệm x = mấy thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học phần nghiệm đa thức thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi số hữu tỉ là j thầy ơi e chưa biết,KNOWLEDGE_TRACING
thầy ơi tỉ lệ thức là j thầy ơi e chưa học,KNOWLEDGE_TRACING
thầy ơi e quên công thức tỉ lệ thuận là j thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi tỉ lệ nghịch là j thầy ơi,KNOWLEDGE_TRACING
thầy ơi số vô tỉ là j thầy ơi e chưa biết,KNOWLEDGE_TRACING
thầy ơi e quên nghiệm đa thức là j thầy ơi,KNOWLEDGE_TRACING
thầy ơi tam giác cân là j thầy ơi e chưa nắm,KNOWLEDGE_TRACING
thầy ơi 3 trường hợp bằng nhau tam giác là j thầy ơi,KNOWLEDGE_TRACING
thầy ơi e quên trọng tâm là j thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi đơn thức là j thầy ơi e chưa biết,KNOWLEDGE_TRACING
thầy ơi e ko biết tỉ lệ thuận và nghịch khác nhau j thầy,KNOWLEDGE_TRACING
thầy ơi e quên cách cộng số hữu tỉ âm r thầy nhắc đi,KNOWLEDGE_TRACING
thầy ơi góc so le trong là j thầy ơi e chưa học,KNOWLEDGE_TRACING
thầy ơi e quên bất đẳng thức tam giác là j thầy ơi,KNOWLEDGE_TRACING
thầy ơi nội tâm trực tâm trọng tâm là j thầy ơi e quên hết,KNOWLEDGE_TRACING
thầy ơi e mất gốc toàn bộ phần hình học thầy ôn đi,KNOWLEDGE_TRACING
thầy ơi e chưa nắm đc gì về đa thức cả thầy dạy lại từ đầu,KNOWLEDGE_TRACING
thầy ơi e ko nhớ bất kỳ công thức tam giác nào thầy ơi,KNOWLEDGE_TRACING
thầy ơi e quên hết phần tỉ lệ thức thầy ôn lại với e đi,KNOWLEDGE_TRACING
thầy ơi e mất gốc phần số hữu tỉ thầy ơi cứu e với,KNOWLEDGE_TRACING
thầy ơi em mất gốc phần tỉ lệ thức từ hồi học kỳ trước thầy ơi,KNOWLEDGE_TRACING
thầy ơi em chưa học bài đại lượng tỉ lệ nghịch bao giờ thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi em học lớp trước không hiểu phần số hữu tỉ gì hết,KNOWLEDGE_TRACING
thầy ơi em bỏ học một tháng nên không theo kịp phần tam giác bằng nhau,KNOWLEDGE_TRACING
thầy ơi em cảm thấy mình kém toán nhất là phần hình học thầy ơi,KNOWLEDGE_TRACING
thầy ơi em quên hết phần tỉ lệ thuận nghịch học kỳ trước rồi,KNOWLEDGE_TRACING
thầy ơi em không được học kỹ phần đơn thức đa thức thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi em không được học phần số vô tỉ bao giờ thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi em bị yếu toán phần hình học từ nhỏ thầy ơi,KNOWLEDGE_TRACING
thầy ơi em mất gốc hoàn toàn phần phép tính với số hữu tỉ,KNOWLEDGE_TRACING
thầy ơi em chưa hiểu khái niệm trọng tâm thầy giải thích lại đi,KNOWLEDGE_TRACING
thầy ơi em không nhớ gì về đường đồng quy hết thầy ôn lại đi,KNOWLEDGE_TRACING
thầy ơi em chưa học lớp 6 đầy đủ nên thiếu kiến thức số hữu tỉ,KNOWLEDGE_TRACING
thầy ơi em xin thầy ôn lại từ đầu phần tỉ lệ thức đi,KNOWLEDGE_TRACING
thầy ơi em mới chuyển trường nên chưa học phần tam giác bằng nhau,KNOWLEDGE_TRACING
thầy ơi em bị ốm nên bỏ lỡ phần hình học tam giác thầy ơi,KNOWLEDGE_TRACING
thầy ơi em không có sách nên không học được phần số thực,KNOWLEDGE_TRACING
thầy ơi em không theo kịp bài trên lớp thầy giải thích thêm đi,KNOWLEDGE_TRACING
thầy ơi em chưa biết gì về đơn thức đa thức thầy dạy đi,KNOWLEDGE_TRACING
thầy ơi em quên hết từ phần số hữu tỉ đến tỉ lệ thức thầy ôn đi,KNOWLEDGE_TRACING
thầy ơi em cần học lại toàn bộ phần hình học từ đầu thầy ơi,KNOWLEDGE_TRACING
